date,observatory,xrsa,xrsb,xrsa_corr,xrsb_corr,T_cor,EM_cor,T_phot,EM_phot,EM_cor_norm,EM_phot_norm,month,day,GOES_missing,FAI_alert,FAI_true,delta_min,group_id,duration_from_start
2024-08-21 07:04:00,GOES-18,1.3975735e-07,4.0468144e-06,2.0124673483223887e-08,1.5018213161965832e-07,11.424188310860622,6.917297415149297e+46,10.386232326672827,1.7988140863644663e+47,0.0069172974151492,0.0179881408636446,8,2024-08-21,False,True,True,1.0,3351,5.0
2024-08-21 07:49:00,GOES-18,7.1067035e-08,3.182946e-06,2.3147183725313883e-08,2.692331690923311e-07,9.2990514655528,1.6239982122091875e+47,8.27585149797648,4.7991175928007635e+47,0.0162399821220918,0.0479911759280076,8,2024-08-21,False,True,True,1.0,3355,2.0
2024-08-21 07:50:00,GOES-18,6.874919e-08,3.1511227e-06,1.976176733364809e-08,2.0229526853654534e-07,9.86572270653451,1.1206475799844502e+47,8.815279795484894,3.203946592440034e+47,0.0112064757998445,0.0320394659244003,8,2024-08-21,False,True,True,1.0,3355,3.0
2024-08-21 07:51:00,GOES-18,6.6776444e-08,3.1170796e-06,1.7054169632046978e-08,1.6124386092997156e-07,10.23765014520162,8.496234683673702e+46,9.176919328761754,2.3763734206742607e+47,0.0084962346836737,0.0237637342067426,8,2024-08-21,False,True,True,1.0,3355,4.0
2024-08-21 08:56:00,GOES-18,5.58265e-08,2.8935278e-06,1.7363486648491744e-08,1.98485622604494e-07,9.373595595909896,1.1831742640056838e+47,8.346213721608716,3.481145221785189e+47,0.0118317426400568,0.0348114522178518,8,2024-08-21,False,True,True,1.0,3365,2.0
2024-08-21 08:57:00,GOES-18,7.002723e-08,3.0145948e-06,3.1225646068833164e-08,3.207344434486004e-07,9.8501364002937,1.7806699968570467e+47,8.800286747598843,5.095572780059978e+47,0.0178066999685704,0.0509557278005997,8,2024-08-21,False,True,True,1.0,3365,3.0
2024-08-21 08:58:00,GOES-18,8.268875e-08,3.1431728e-06,3.9273864160804806e-08,4.0206373341789003e-07,9.865391258970243,2.2274014316895643e+47,8.814960846105791,6.368293527493316e+47,0.0222740143168956,0.0636829352749331,8,2024-08-21,False,True,True,1.0,3365,4.0
2024-08-21 08:59:00,GOES-18,8.421779e-08,3.169573e-06,3.7700988997357854e-08,3.637926511146361e-07,10.141002127036236,1.941160905904415e+47,9.082195175693853,5.4607478750688576e+47,0.0194116090590441,0.0546074787506885,8,2024-08-21,False,True,True,1.0,3365,5.0
2024-08-21 09:00:00,GOES-18,8.292118e-08,3.160722e-06,3.155476946403724e-08,3.1465128813579213e-07,9.987066359164974,1.7139698844318483e+47,8.93241757761043,4.8656820210254235e+47,0.0171396988443184,0.0486568202102542,8,2024-08-21,False,True,True,1.0,3365,6.0
2024-08-21 09:01:00,GOES-18,7.992823e-08,3.1337577e-06,2.4101726836534e-08,2.402298378001433e-07,9.989056204679065,1.3082253271974556e+47,8.934345003783662,3.7134056530268e+47,0.0130822532719745,0.037134056530268,8,2024-08-21,False,True,True,1.0,3365,7.0
2024-08-21 09:46:00,GOES-18,9.369025e-08,3.1564302e-06,3.703085482698043e-08,3.031518645002507e-07,10.94709920546727,1.4676086622561775e+47,9.88888234992358,3.932033045035334e+47,0.0146760866225617,0.0393203304503533,8,2024-08-21,False,True,True,1.0,3369,2.0
2024-08-21 09:47:00,GOES-18,9.837103e-08,3.2270261e-06,3.864302300371492e-08,3.502766503515886e-07,10.44057457886947,1.7991097174392055e+47,9.377499784606442,4.9711673804199155e+47,0.017991097174392,0.0497116738041991,8,2024-08-21,False,True,True,1.0,3369,3.0
2024-08-21 09:48:00,GOES-18,1.1326343e-07,3.3586698e-06,4.9635815457804724e-08,4.731473381980322e-07,10.198782865357172,2.5056625012920307e+47,9.13876270561208,7.02455299861151e+47,0.0250566250129203,0.0702455299861151,8,2024-08-21,False,True,True,1.0,3369,4.0
2024-08-21 09:49:00,GOES-18,1.6101086e-07,3.6294653e-06,8.127149442316296e-08,6.625255082326476e-07,10.96851950864452,3.1998417902724333e+47,9.910879946194088,8.561703595085768e+47,0.0319984179027243,0.0856170359508576,8,2024-08-21,False,True,True,1.0,3369,5.0
2024-08-21 09:50:00,GOES-18,2.7761513e-07,4.2472675e-06,1.895705139531856e-07,1.1855672710225915e-06,12.376190504183471,5.0185253909267074e+47,11.42568948225176,1.2274782185675552e+48,0.050185253909267,0.1227478218567555,8,2024-08-21,False,True,True,1.0,3369,6.0
2024-08-21 09:51:00,GOES-18,3.1948926e-07,4.716852e-06,2.257990132648047e-07,1.560421651447541e-06,11.83111261560684,6.9172910945139435e+47,10.823763648863256,1.752171034771893e+48,0.0691729109451394,0.1752171034771893,8,2024-08-21,False,True,True,1.0,3369,7.0
2024-08-21 09:52:00,GOES-18,2.6270735e-07,4.591042e-06,1.643363134462561e-07,1.3640158158523263e-06,10.877298534626188,6.654909366445111e+47,9.817416329804187,1.7906827084510568e+48,0.0665490936644511,0.1790682708451057,8,2024-08-21,False,True,True,1.0,3369,8.0
2024-08-21 09:53:00,GOES-18,2.0364428e-07,4.3085947e-06,9.038084414214609e-08,9.499249244981912e-07,9.7453449152042,5.3534813120542055e+47,8.699758618650804,1.5412964390636386e+48,0.053534813120542,0.1541296439063638,8,2024-08-21,False,True,True,1.0,3369,9.0
2024-08-21 11:36:00,GOES-18,1.04526016e-07,3.2769622e-06,4.7111615941730633e-08,3.410705176065676e-07,11.583626974717507,1.5468966250328875e+47,10.556189451800938,3.981765606470281e+47,0.0154689662503288,0.0398176560647028,8,2024-08-21,False,True,True,1.0,3377,2.0
2024-08-21 11:37:00,GOES-18,1.0771032e-07,3.2873575e-06,5.0381199656612814e-08,3.460747848293977e-07,11.863481305059844,1.5297004906865194e+47,10.859062108389692,3.866633308835084e+47,0.0152970049068651,0.0386663330883508,8,2024-08-21,False,True,True,1.0,3377,3.0
2024-08-21 11:38:00,GOES-18,1.0910817e-07,3.2998048e-06,4.494737737559262e-08,3.276556981290924e-07,11.547216701774678,1.4912240942679103e+47,10.517200042193556,3.8474773979783525e+47,0.0149122409426791,0.0384747739797835,8,2024-08-21,False,True,True,1.0,3377,4.0
2024-08-21 11:39:00,GOES-18,1.07830026e-07,3.3267183e-06,2.220730266344617e-08,2.3573397811560426e-07,9.700441261651848,1.3372330271125786e+47,8.656815292328304,3.860006825422245e+47,0.0133723302711257,0.0386000682542224,8,2024-08-21,False,True,True,1.0,3377,5.0
2024-08-21 12:02:00,GOES-18,1.0065109e-07,3.306458e-06,5.817988579792657e-08,4.913986231258605e-07,10.789528330940614,2.4214445134436407e+47,9.728015825569672,6.5507525826151735e+47,0.0242144451344364,0.0655075258261517,8,2024-08-21,False,True,True,1.0,3379,2.0
2024-08-21 12:03:00,GOES-18,8.940892e-08,3.2645976e-06,4.875540327020644e-08,4.6475861381622963e-07,10.198745096735452,2.461250122024804e+47,9.138725668735932,6.9000597122438995e+47,0.024612501220248,0.0690005971224389,8,2024-08-21,False,True,True,1.0,3379,3.0
2024-08-21 12:04:00,GOES-18,7.4478166e-08,3.1534096e-06,2.7315728345911345e-08,3.134036887786351e-07,9.357717514548543,1.8728827065227273e+47,8.331210525422803,5.515555401333153e+47,0.0187288270652272,0.0551555540133315,8,2024-08-21,False,True,True,1.0,3379,4.0
2024-08-21 12:31:00,GOES-18,6.4039774e-08,2.8093154e-06,3.650096047635999e-08,4.158357569394866e-07,9.388267035898757,2.4730949571185023e+47,8.360084317011127,7.2700902162578396e+47,0.024730949571185,0.0727009021625783,8,2024-08-21,False,True,True,1.0,3381,2.0
2024-08-21 12:32:00,GOES-18,7.654827e-08,2.9269195e-06,4.7995619922858175e-08,5.162751222087536e-07,9.640933595772315,2.9544167881450543e+47,8.60001648199796,8.557626252564263e+47,0.0295441678814505,0.0855762625256426,8,2024-08-21,False,True,True,1.0,3381,3.0
